22, 16, NOTIME
22, 16, NOTIME
22, 16, NOTIME
22, 16, NOTIME
22, 16, NOTIME
8, 8, NOTIME
8, 8, NOTIME
8, 8, NOTIME
8, 8, NOTIME
8, 8, NOTIME
8, 8, NOTIME
8, 8, NOTIME
8, 8, NOTIME
8, 8, NOTIME
8, 8, NOTIME
8, 8, NOTIME
8, 8, NOTIME
8, 8, NOTIME
8, 8, NOTIME
8, 8, NOTIME
8, 8, NOTIME
7, 8, SIGNAL
7, 8, SIGNAL
8, 8, NOTIME
8, 8, NOTIME
8, 8, NOTIME
8, 8, NOTIME
8, 8, NOTIME
8, 8, NOTIME
8, 8, NOTIME
8, 8, NOTIME
8, 8, NOTIME
8, 8, NOTIME
8, 8, NOTIME
8, 8, NOTIME
4, 25, NOTIME
0, 0, NOCELLS
0, 1, NOTIME
8, 8, NOTIME
